phase,mag
0.0,0.875746002792104
0.001,0.8764543928203068
0.002,0.8770545791678012
0.003,0.8775520810291654
0.004,0.8779524175989761
0.005,0.8782611080718067
0.006,0.8784836716422345
0.007,0.8786256275048366
0.008,0.8786924948541881
0.009000000000000001,0.8786897928848632
0.01,0.8786230407914425
0.011,0.8784977577684964
0.012,0.878319463010605
0.013000000000000001,0.8780936757123436
0.014,0.8778259150682886
0.015,0.8775217002730121
0.016,0.8771865505210961
0.017,0.8768259850071126
0.018000000000000002,0.876445522925641
0.019,0.8760506834712531
0.02,0.8756469858385275
0.021,0.8752399492220393
0.022,0.874835092816365
0.023,0.8744379358160811
0.024,0.8740539974157643
0.025,0.8736887968085639
0.026000000000000002,0.8733271897429906
0.027,0.8739631438293202
0.028,0.8746160036487829
0.029,0.8759805799085986
0.03,0.878358419797493
0.031,0.8814066101531077
0.032,0.882375426796113
0.033,0.8807947490489302
0.034,0.8782521272309465
0.035,0.8761392147969814
0.036000000000000004,0.8777179302281842
0.037,0.8784410067321458
0.038,0.879733768205217
0.039,0.8796468091310083
0.04,0.8786964779627789
0.041,0.877161907198359
0.042,0.8743665133599131
0.043000000000000003,0.8704017683179892
0.044,0.8658430955700805
0.045,0.8617842702331086
0.046,0.8593554392558082
0.047,0.8575480755880006
0.048,0.8562532752503913
0.049,0.8532155338418412
0.05,0.8497480140551644
0.051000000000000004,0.8484900262124132
0.052000000000000005,0.8488744582584388
0.053,0.8488701514714575
0.054,0.8489717302508499
0.055,0.8494830558528204
0.056,0.8517069624697752
0.057,0.8546194141943203
0.058,0.8574509947267929
0.059000000000000004,0.8596915351017215
0.06,0.8617572123825028
0.061,0.861932386348346
0.062,0.8611202080697395
0.063,0.8598966880119601
0.064,0.8618249654657889
0.065,0.8628172664413862
0.066,0.8656772226899421
0.067,0.8708849897025741
0.068,0.8768063826347251
0.069,0.8828286034957913
0.07,0.8892208453052051
0.07100000000000001,0.8965213387372203
0.07200000000000001,0.9000914711189653
0.073,0.904617881739262
0.074,0.908220185835057
0.075,0.912786882088383
0.076,0.916178856203468
0.077,0.9184244942166221
0.078,0.9208888561205961
0.079,0.9231822348516793
0.08,0.9264289604823949
0.081,0.9290615492054007
0.082,0.9304420737987245
0.083,0.9312261167700296
0.084,0.9324677201291708
0.085,0.9346213929829211
0.08600000000000001,0.9375457934711383
0.08700000000000001,0.936751413015813
0.088,0.9349946667302628
0.089,0.9327815836191105
0.09,0.9302865084214614
0.091,0.9283615087899871
0.092,0.9265710566351507
0.093,0.9249267320413449
0.094,0.9230197288764538
0.095,0.9215829901786642
0.096,0.9198966807375958
0.097,0.9174733322606476
0.098,0.9136481595198133
0.099,0.9098183995208117
0.1,0.9079420235836153
0.101,0.9080260207407402
0.10200000000000001,0.9090362148474406
0.10300000000000001,0.9100925295812315
0.10400000000000001,0.9132447379799228
0.105,0.9158701485851959
0.106,0.9173719706617562
0.107,0.9192023751911184
0.108,0.9220685822381071
0.109,0.9234166856563527
0.11,0.9243126983646347
0.111,0.9258642850344255
0.112,0.9295275740860914
0.113,0.9335254270878107
0.114,0.9374844970296359
0.115,0.9417072906740543
0.116,0.9461925285728524
0.117,0.9492555624881377
0.11800000000000001,0.9499113878958451
0.11900000000000001,0.9494758578432976
0.12,0.9481175746092694
0.121,0.9452954466322382
0.122,0.9418395597522048
0.123,0.9406222980202885
0.124,0.9384467585029951
0.125,0.9357043999810986
0.126,0.9329356734876233
0.127,0.9306834728215213
0.128,0.9311708463828869
0.129,0.9321036122477222
0.13,0.9315973046698838
0.131,0.9308703684527667
0.132,0.9319235870604989
0.133,0.9347167449648895
0.134,0.9395134422787411
0.135,0.9470333677149
0.136,0.9549215135051666
0.137,0.9594682724502877
0.138,0.9619686893735286
0.139,0.962432276444616
0.14,0.9622006602038845
0.14100000000000001,0.961916626774264
0.14200000000000002,0.9609527671101512
0.14300000000000002,0.9580801313400409
0.14400000000000002,0.9550529199602098
0.145,0.9525784196114978
0.146,0.9502613883703608
0.147,0.9490582014483462
0.148,0.9476120285134858
0.149,0.9481745715788649
0.15,0.9515340782963139
0.151,0.9558127302000481
0.152,0.9613966292216961
0.153,0.9657339634254233
0.154,0.9681574149377079
0.155,0.9694470043663559
0.156,0.9718437129174953
0.157,0.9766412617715644
0.158,0.9824896457195061
0.159,0.9870173567670684
0.16,0.991741996960256
0.161,0.9977808879416526
0.162,1.0043033987228716
0.163,1.0104902776268692
0.164,1.016463807117571
0.165,1.0225470167334858
0.166,1.0279725916033404
0.167,1.032358794049158
0.168,1.035977175534743
0.169,1.0389182909738324
0.17,1.0412239058843904
0.171,1.0457746983921286
0.17200000000000001,1.053324733185536
0.17300000000000001,1.059392467632454
0.17400000000000002,1.0632812617153231
0.17500000000000002,1.0664603194489906
0.176,1.0704388345729001
0.177,1.0744671962754528
0.178,1.079580989906155
0.179,1.0853957979753879
0.18,1.0902544022797145
0.181,1.0961485299093472
0.182,1.1018316768862289
0.183,1.107917288797705
0.184,1.1134869045457756
0.185,1.1171536475113852
0.186,1.1183048190096485
0.187,1.1181716275950984
0.188,1.119142929146684
0.189,1.1174682624418586
0.19,1.1159377656696858
0.191,1.11376287997061
0.192,1.1112363177987243
0.193,1.1080416228280172
0.194,1.105822496048615
0.195,1.1041021020520325
0.196,1.1039075478329423
0.197,1.1044386877170151
0.198,1.1048778222499298
0.199,1.1056566356901154
0.2,1.1075223859810317
0.201,1.1090753713079284
0.202,1.112300056695039
0.203,1.1142752432246643
0.20400000000000001,1.1168789830795525
0.20500000000000002,1.122735798391599
0.20600000000000002,1.129620050482108
0.20700000000000002,1.1366180163839896
0.20800000000000002,1.1441794764856288
0.209,1.1500504354206478
0.21,1.154558018864229
0.211,1.1599205449579413
0.212,1.1677787757318268
0.213,1.1753956138330384
0.214,1.1831704357678239
0.215,1.1890275385226674
0.216,1.193906943569696
0.217,1.197416260609239
0.218,1.200219988516075
0.219,1.2023887323855198
0.22,1.204351692633982
0.221,1.2075297212254539
0.222,1.209061677720307
0.223,1.208151616162926
0.224,1.207553423026406
0.225,1.207081896009628
0.226,1.2068191569527433
0.227,1.2048458249645961
0.228,1.2036804266891228
0.229,1.2025113168395662
0.23,1.199093399549853
0.231,1.1955277413407859
0.232,1.1941794875139347
0.233,1.1939928667800879
0.234,1.1910985582354754
0.23500000000000001,1.18637102806053
0.23600000000000002,1.1819913265521744
0.23700000000000002,1.1780392583665813
0.23800000000000002,1.1678050579205659
0.23900000000000002,1.1564765912308559
0.24,1.147336128191895
0.241,1.1377103092268677
0.242,1.127873296160341
0.243,1.1178932875860983
0.244,1.1078353718203389
0.245,1.0979142087127012
0.246,1.0881766483353716
0.247,1.0781415640699772
0.248,1.0689674133818892
0.249,1.0603992312357533
0.25,1.052907061033647
0.251,1.0472824266174683
0.252,1.0413127260284718
0.253,1.0362047995566697
0.254,1.0325575168205516
0.255,1.0289312430879782
0.256,1.0232746381765598
0.257,1.0168262660366627
0.258,1.0093957864471612
0.259,0.9999975849572517
0.26,0.9895903281108334
0.261,0.981114133314457
0.262,0.9745458369721741
0.263,0.9666329186982109
0.264,0.9580939984111072
0.265,0.9475589520550738
0.266,0.9370808461322794
0.267,0.9264085170027333
0.268,0.9158970059620001
0.269,0.9050756359464053
0.27,0.8925709320417325
0.271,0.8811949807578466
0.272,0.8694214741410148
0.273,0.85815449403935
0.274,0.8465680667451444
0.275,0.8334639529538391
0.276,0.8188821427022799
0.277,0.8078133423885603
0.278,0.7960460877837121
0.279,0.7820686717712283
0.28,0.7670122996880433
0.281,0.7522177164298439
0.28200000000000003,0.7410090641966741
0.28300000000000003,0.7275420239042054
0.28400000000000003,0.7093022660272658
0.28500000000000003,0.6909010256889984
0.28600000000000003,0.6715744933260579
0.28700000000000003,0.6508598763601069
0.28800000000000003,0.6275816285819645
0.289,0.6081614002066639
0.29,0.5854537303681211
0.291,0.5604503781331422
0.292,0.5334823286506966
0.293,0.5036895244311284
0.294,0.4743271670307334
0.295,0.44629128690459685
0.296,0.4194265121123383
0.297,0.39330564205680624
0.298,0.36691802489869607
0.299,0.33991587739078966
0.3,0.3152389505528855
0.301,0.2906081565994666
0.302,0.2638830653483282
0.303,0.23632087328780904
0.304,0.2055374329620213
0.305,0.17249235712816552
0.306,0.13966432392835224
0.307,0.10618326007016217
0.308,0.07068287808147013
0.309,0.03424501939500332
0.31,-0.0019544192399322357
0.311,-0.037426292933639416
0.312,-0.07405559171256695
0.313,-0.11000051934218216
0.314,-0.1443208309185214
0.315,-0.179468485475726
0.316,-0.21659879461335568
0.317,-0.2543480112263384
0.318,-0.29052480044077644
0.319,-0.32564464953575295
0.32,-0.36080106869505685
0.321,-0.39219180840889756
0.322,-0.42330339968656894
0.323,-0.45232117651172965
0.324,-0.48080068568293527
0.325,-0.5079479241073659
0.326,-0.5351339884638794
0.327,-0.5631312772924375
0.328,-0.595975834671567
0.329,-0.6283234725031439
0.33,-0.6615131834739861
0.331,-0.6932271574448957
0.332,-0.7279736755482898
0.333,-0.7640755074822254
0.334,-0.7998473079041977
0.335,-0.8326625144074403
0.336,-0.8641376978087759
0.337,-0.8906929532245563
0.338,-0.9168342742818795
0.339,-0.9441757730831203
0.34,-0.9723653820884406
0.341,-0.999612419269155
0.342,-1.02696917727146
0.343,-1.0536232711933267
0.34400000000000003,-1.0768329300920765
0.34500000000000003,-1.099553394683629
0.34600000000000003,-1.1230263451803746
0.34700000000000003,-1.1460547453685679
0.34800000000000003,-1.1684499598229965
0.34900000000000003,-1.189896059339807
0.35000000000000003,-1.2107216196904318
0.35100000000000003,-1.2337973451128583
0.352,-1.2589610452905375
