phase,mag
0.0,0.9351190957579425
0.001,0.9278525198501772
0.002,0.9211702223807241
0.003,0.9150507420954036
0.004,0.9094726177400331
0.005,0.9044143880604345
0.006,0.8998545918024258
0.007,0.8957717677118262
0.008,0.8921444545344571
0.009000000000000001,0.888951191016138
0.01,0.8861705159026884
0.011,0.8837809679399246
0.012,0.88176108587367
0.013000000000000001,0.8800894084497429
0.014,0.8787444744139633
0.015,0.8777048225121514
0.016,0.8769489914901251
0.017,0.8764555200937065
0.018000000000000002,0.8762029470687116
0.019,0.8761698111609642
0.02,0.8763346511162804
0.021,0.876676005680483
0.022,0.8771724135993894
0.023,0.8778024136188177
0.024,0.8785445444845902
0.025,0.8793773449411545
0.026000000000000002,0.8779288012871764
0.027,0.875560194818951
0.028,0.8750750210428697
0.029,0.8758080733583653
0.03,0.8749564050188021
0.031,0.8732724156296903
0.032,0.8730553017426105
0.033,0.8734747354688486
0.034,0.8747400006263767
0.035,0.8763716235352712
0.036000000000000004,0.8773076322894825
0.037,0.8782192341819155
0.038,0.8802586544493833
0.039,0.8829894925342188
0.04,0.8853795470628856
0.041,0.8889506566780369
0.042,0.8928333818660155
0.043000000000000003,0.8969534847553773
0.044,0.9006264815611202
0.045,0.90402350767153
0.046,0.906787119954581
0.047,0.9088891979894558
0.048,0.9106261614440633
0.049,0.9122616801143875
0.05,0.9145719076889353
0.051000000000000004,0.9182005871600943
0.052000000000000005,0.9223270226157614
0.053,0.9264038662145446
0.054,0.9291950324098832
0.055,0.9320181059370518
0.056,0.9336272788664607
0.057,0.9347345119966993
0.058,0.9352544952600892
0.059000000000000004,0.9359588087467734
0.06,0.937168502636745
0.061,0.9383355416087488
0.062,0.9392478831310351
0.063,0.9401612803582543
0.064,0.9417992543185155
0.065,0.9421525561167038
0.066,0.9421616464661482
0.067,0.9429682194654307
0.068,0.9438223622338344
0.069,0.9445837202132145
0.07,0.9452478307990475
0.07100000000000001,0.9459108320759295
0.07200000000000001,0.9465134644124148
0.073,0.9467527122446856
0.074,0.947410851156492
0.075,0.9484879497304076
0.076,0.9501750352879298
0.077,0.9530121618108025
0.078,0.9563542909011485
0.079,0.9592928152570346
0.08,0.9620825286324521
0.081,0.966581403781396
0.082,0.9712505330925806
0.083,0.9766251177781542
0.084,0.9812281830891632
0.085,0.9856410992105347
0.08600000000000001,0.9895717187473773
0.08700000000000001,0.9936006440556808
0.088,0.9981526843191193
0.089,1.002842552183125
0.09,1.0089723473580143
0.091,1.016651877880265
0.092,1.0242138302380093
0.093,1.031326695139481
0.094,1.037828153303603
0.095,1.0437398439404406
0.096,1.0495672822417879
0.097,1.0555592099072528
0.098,1.0620496324261919
0.099,1.0682472981552027
0.1,1.0744794410988403
0.101,1.0798522589512152
0.10200000000000001,1.0837964345883397
0.10300000000000001,1.0864739162081862
0.10400000000000001,1.0889911325683992
0.105,1.090612791963042
0.106,1.091424855226511
0.107,1.0924112895325875
0.108,1.0923523606521632
0.109,1.0918964308943462
0.11,1.091891900930743
0.111,1.0926404383566553
0.112,1.0937111518076266
0.113,1.094490760788101
0.114,1.0941279435438047
0.115,1.0935996315334116
0.116,1.0946196292882437
0.117,1.096209193685902
0.11800000000000001,1.0988453865480143
0.11900000000000001,1.1010366263227847
0.12,1.103302848951588
0.121,1.1067522406082946
0.122,1.1108027324999614
0.123,1.1146851845531316
0.124,1.1183751572790344
0.125,1.1218458932357018
0.126,1.124882065285599
0.127,1.1284782919796852
0.128,1.1321819785500566
0.129,1.13589538072877
0.13,1.1401301814097122
0.131,1.1448391383709744
0.132,1.1498238980741278
0.133,1.1548370517259532
0.134,1.1600256011589964
0.135,1.1648131471266072
0.136,1.1687025420795576
0.137,1.1729076170333688
0.138,1.1778835217678674
0.139,1.1830731776497658
0.14,1.1874343425529708
0.14100000000000001,1.189440909419769
0.14200000000000002,1.1896306867129987
0.14300000000000002,1.188427114367047
0.14400000000000002,1.1867411521045326
0.145,1.1865480809045845
0.146,1.1865378510246805
0.147,1.1861640427721785
0.148,1.1859732329268728
0.149,1.1850449872253366
0.15,1.1844009811149452
0.151,1.1839436762017672
0.152,1.1835801667442318
0.153,1.1830050134975056
0.154,1.1827182186948422
0.155,1.1825283887861824
0.156,1.1829501465310495
0.157,1.1845790378105931
0.158,1.1856044494428837
0.159,1.1870562860975575
0.16,1.188796986505664
0.161,1.190597256319822
0.162,1.191365803409046
0.163,1.1921126579978445
0.164,1.1939656274661796
0.165,1.1953122798559859
0.166,1.1974770755246924
0.167,1.1998320497236534
0.168,1.2021642981245355
0.169,1.2043169316731956
0.17,1.207517483246536
0.171,1.2115087633916888
0.17200000000000001,1.2152962594779178
0.17300000000000001,1.2185305054597189
0.17400000000000002,1.2208051892048584
0.17500000000000002,1.2228547450143592
0.176,1.2256408331630297
0.177,1.2283371294747216
0.178,1.2321111445589819
0.179,1.234952553731939
0.18,1.2372412259885197
0.181,1.2388204781953194
0.182,1.2394316432576062
0.183,1.2382106886534414
0.184,1.2364322520690623
0.185,1.2333093447516807
0.186,1.228661504165974
0.187,1.2229183947262507
0.188,1.2169479767367974
0.189,1.2090308068483198
0.19,1.199754457030027
0.191,1.1907174407386432
0.192,1.1829626967782507
0.193,1.1761971973054604
0.194,1.1685073491684514
0.195,1.160330176402824
0.196,1.152696593554454
0.197,1.1460540439977154
0.198,1.138495003848888
0.199,1.1291152781471439
0.2,1.1198706913111929
0.201,1.1108644138307664
0.202,1.1019910029770437
0.203,1.0933493155781309
0.20400000000000001,1.0842391390064776
0.20500000000000002,1.0742706204474624
0.20600000000000002,1.0631634136299797
0.20700000000000002,1.0531112068461574
0.20800000000000002,1.0412807824643866
0.209,1.0284809877239258
0.21,1.0151559255934657
0.211,1.0003182822929064
0.212,0.983806638738081
0.213,0.9654117373359681
0.214,0.9465503632215704
0.215,0.929310628175646
0.216,0.9150806609636959
0.217,0.9026464396742827
0.218,0.8894724251888211
0.219,0.8783615793805407
0.22,0.8659897324089944
0.221,0.8525716332716379
0.222,0.8383574127450181
0.223,0.8231845953153893
0.224,0.8069745087847215
0.225,0.789767154958541
0.226,0.7715353056858588
0.227,0.7511455060764096
0.228,0.7301482700951818
0.229,0.7064712777656497
0.23,0.6820333196535144
0.231,0.6566223789236173
0.232,0.6300908752595304
0.233,0.6035726263645581
0.234,0.577321181343584
