phase,mag
0.0,0.9533522699755873
0.001,0.9749017539816682
0.002,0.9951971338710983
0.003,1.0142741109090916
0.004,1.032168386360852
0.005,1.0489156614915895
0.006,1.064551637566514
0.007,1.0791120158508327
0.008,1.092632497609758
0.009000000000000001,1.1051487841084917
0.01,1.1166965766122519
0.011,1.1273115763862416
0.012,1.1370294846956683
0.013000000000000001,1.1458860028057483
0.014,1.153916831981682
0.015,1.161157673488683
0.016,1.1676442285919602
0.017,1.1734121985567163
0.018000000000000002,1.1784972846481676
0.019,1.1829351881315218
0.02,1.1867616102719847
0.021,1.1900122523347652
0.022,1.1927228155850762
0.023,1.1949290012881202
0.024,1.1966665107091123
0.025,1.1979710451119205
0.026000000000000002,1.199329441813792
0.027,1.2005338996575303
0.028,1.1995013756357196
0.029,1.1982089363612192
0.03,1.195186440893228
0.031,1.1911527124568237
0.032,1.1890295255347287
0.033,1.1877221293395541
0.034,1.1867555868674322
0.035,1.1885815169827805
0.036000000000000004,1.1920474583349625
0.037,1.198358858866476
0.038,1.2054190093743087
0.039,1.2093341398218305
0.04,1.212701901305433
0.041,1.2170918400811546
0.042,1.22013753881988
0.043000000000000003,1.2218618681929982
0.044,1.220903914326309
0.045,1.2212024122320633
0.046,1.2230805575082773
0.047,1.2249839486612644
0.048,1.225712140647193
0.049,1.2244771734910507
0.05,1.2212771807328697
0.051000000000000004,1.2156245664562397
0.052000000000000005,1.2108366874555874
0.053,1.2065959226680485
0.054,1.2028410525837656
0.055,1.199612436653279
0.056,1.1967692985066136
0.057,1.1946320338048133
0.058,1.1901821417437874
0.059000000000000004,1.1827192803459856
0.06,1.1736089722011858
0.061,1.1640790200150986
0.062,1.1559717148671462
0.063,1.1505822917082034
0.064,1.1471136749275845
0.065,1.1436422316087798
0.066,1.1397876395740674
0.067,1.1370633934882144
0.068,1.1342264370533015
0.069,1.1317968276968295
0.07,1.1298153592686992
0.07100000000000001,1.126840755660806
0.07200000000000001,1.1251820008792461
0.073,1.1241578258514362
0.074,1.1256435970780034
0.075,1.1257047897928396
0.076,1.1200304169114363
0.077,1.113906078534037
0.078,1.108770024296385
0.079,1.1045838124171774
0.08,1.1002990469526108
0.081,1.0954633015952555
0.082,1.0900813053952954
0.083,1.085446958821052
0.084,1.0778671397399766
0.085,1.0673829539132125
0.08600000000000001,1.05529102675444
0.08700000000000001,1.044562620792166
0.088,1.0307942129825929
0.089,1.0150246511370953
0.09,0.9967314000770008
0.091,0.9784536738577753
0.092,0.9566685528393829
0.093,0.9327061396859606
0.094,0.9062454341384587
0.095,0.8800781491525133
0.096,0.8517722259734615
0.097,0.8235407937545732
0.098,0.7979980503258095
0.099,0.7722428773720844
0.1,0.7437844989513889
0.101,0.7151928058549268
0.10200000000000001,0.6836013801059373
0.10300000000000001,0.6499027142846237
0.10400000000000001,0.6143282049204538
0.105,0.5778864544944974
0.106,0.5417377671759309
0.107,0.5066260138577795
0.108,0.47324908840008095
0.109,0.4397421790357775
0.11,0.40555142320396165
0.111,0.37153954691324953
0.112,0.3375304827207584
0.113,0.3023372498188355
0.114,0.26495349899323656
0.115,0.22487836171689235
0.116,0.1859677790109982
0.117,0.14687665082218515
0.11800000000000001,0.10663936820529313
0.11900000000000001,0.06769256473062475
0.12,0.029208225171156014
0.121,-0.0096238319677945
0.122,-0.0464022800851832
0.123,-0.08268039160448437
0.124,-0.12118650888795574
0.125,-0.16251833240669056
0.126,-0.20396192975151792
0.127,-0.24013802007130952
0.128,-0.27795490776546095
0.129,-0.31892492227417724
0.13,-0.36297715301054745
0.131,-0.3974849936391726
0.132,-0.4288562673282391
0.133,-0.4603543538261639
0.134,-0.4923882571694288
0.135,-0.5223249087173403
0.136,-0.5513370880835667
0.137,-0.5804750945607919
0.138,-0.6110224524532631
0.139,-0.6424005351596181
0.14,-0.6761060228333479
0.14100000000000001,-0.7071466567665918
0.14200000000000002,-0.7437710767973214
0.14300000000000002,-0.7761978551686862
0.14400000000000002,-0.8089214621202899
0.145,-0.8410114483500635
0.146,-0.871657557024559
0.147,-0.8997519138234121
0.148,-0.9279818702098793
0.149,-0.9571739527282399
0.15,-0.9887908551773813
0.151,-1.018738272593828
0.152,-1.050393164813394
0.153,-1.0776633693763478
0.154,-1.103744810070261
0.155,-1.1301301253810512
0.156,-1.1563237315690047
0.157,-1.1840861448718063
0.158,-1.2129584610759951
0.159,-1.2438855750028641
0.16,-1.2758702876363965
0.161,-1.3081338087899432
0.162,-1.3400781324167146
0.163,-1.3711937386939388
0.164,-1.4026085317661519
0.165,-1.434357081314145
0.166,-1.4642087932871244
0.167,-1.4937771988028048
0.168,-1.5213824190635399
0.169,-1.5456085993583095
0.17,-1.566663386890821
0.171,-1.5874429998143633
0.17200000000000001,-1.6076559320006294
0.17300000000000001,-1.6288990236112775
0.17400000000000002,-1.6541022179298763
0.17500000000000002,-1.6746447567938054
0.176,-1.692886740845102
0.177,-1.71113991583271
0.178,-1.729226762849297
0.179,-1.7432619044261286
0.18,-1.7492645923425278
0.181,-1.749099866110228
0.182,-1.7550162467380077
0.183,-1.7625172703428473
0.184,-1.7686820591768364
0.185,-1.775862148800589
0.186,-1.7854911173948307
0.187,-1.795146564090987
0.188,-1.8018866567414453
0.189,-1.809664354494261
0.19,-1.8201542034103224
0.191,-1.8303541454014025
0.192,-1.8424998820199068
0.193,-1.8499235862340335
0.194,-1.8602659652443776
0.195,-1.870249555370733
0.196,-1.878742171792674
0.197,-1.8859638395705671
0.198,-1.8908672555845238
0.199,-1.8984244111555775
0.2,-1.9088107226901583
0.201,-1.9192337263868058
0.202,-1.9304479137471822
0.203,-1.9433814715579332
0.20400000000000001,-1.9589050518779079
0.20500000000000002,-1.9744654743370826
0.20600000000000002,-1.9879733417326464
0.20700000000000002,-2.0008842188029146
0.20800000000000002,-2.011958663420831
0.209,-2.0227299267247334
0.21,-2.0349731669915894
0.211,-2.0490036495547943
0.212,-2.059673122408622
0.213,-2.072326711715479
0.214,-2.0867057661078894
0.215,-2.0996636277610845
0.216,-2.109872260628674
0.217,-2.1198991441805357
0.218,-2.1301864875702123
0.219,-2.13892110671136
0.22,-2.1460303323868257
0.221,-2.1522282014440757
0.222,-2.156337389203372
0.223,-2.1580102739615676
0.224,-2.1570356805053876
0.225,-2.149452055996779
0.226,-2.1433838151437694
0.227,-2.136634461319649
0.228,-2.126914701871849
0.229,-2.114062197415598
0.23,-2.0988532848240324
0.231,-2.0844574846387482
0.232,-2.06861016729564
0.233,-2.053072557356668
0.234,-2.038431450934164
0.23500000000000001,-2.0246873705795885
0.23600000000000002,-2.010157784397155
0.23700000000000002,-1.9936936302112573
0.23800000000000002,-1.9788718973969925
0.23900000000000002,-1.9663818501604164
0.24,-1.951309061890554
0.241,-1.9323944348905935
0.242,-1.9156434792619614
0.243,-1.8969749585807634
