phase,mag
0.0,0.729924920694146
0.001,0.7218628309040815
0.002,0.7147308402706336
0.003,0.7084929701347868
0.004,0.703113241837522
0.005,0.6985556767198235
0.006,0.6947842961226715
0.007,0.6917631213870538
0.008,0.6894561738539495
0.009000000000000001,0.6878274748643449
0.01,0.6868410457592206
0.011,0.6864609078795596
0.012,0.6866510825663469
0.013000000000000001,0.6873755911605653
0.014,0.6885984550031957
0.015,0.6902836954352229
0.016,0.6923953337976285
0.017,0.6948973914313961
0.018000000000000002,0.6977538896775113
0.019,0.7009288498769551
0.02,0.7043862933707087
0.021,0.7080902414997579
0.022,0.7120047156050843
0.023,0.7160937370276724
0.024,0.7203213271085023
0.025,0.7246515071872011
0.026000000000000002,0.7293677948837333
0.027,0.7325794051183379
0.028,0.7357962004380985
0.029,0.7391164719839124
0.03,0.7425217301577092
0.031,0.745550535075529
0.032,0.7478059234223644
0.033,0.7500844109786475
0.034,0.7529872058753455
0.035,0.7561711027370415
0.036000000000000004,0.7596466914055695
0.037,0.762939153467538
0.038,0.7663756130154579
0.039,0.7697296678293284
0.04,0.77426702742797
0.041,0.7789221886472136
0.042,0.7825491424678774
0.043000000000000003,0.7852530601924002
0.044,0.7871434445111375
0.045,0.7884368837560604
0.046,0.7899828627561707
0.047,0.7911548401823107
0.048,0.7923653802654668
0.049,0.7936902521798891
0.05,0.7936978913652586
0.051000000000000004,0.7935132296096535
0.052000000000000005,0.7934154849803617
0.053,0.7936249686719894
0.054,0.7943886910286857
0.055,0.7956210221919655
0.056,0.7972372111559055
0.057,0.7991414346374947
0.058,0.8010071511822857
0.059000000000000004,0.8030500073943874
0.06,0.8049241344727865
0.061,0.80602670904047
0.062,0.8068520029551223
0.063,0.8064186344867529
0.064,0.8050101571532658
0.065,0.8029879711545465
0.066,0.8004710671210256
0.067,0.7975355178046555
0.068,0.794965626264145
0.069,0.793098367109509
0.07,0.7922693629991168
0.07100000000000001,0.792111035016356
0.07200000000000001,0.7927158566527984
0.073,0.7918222006210546
0.074,0.7896302619025009
0.075,0.788249747365329
0.076,0.7878013657499859
0.077,0.7880687897745892
0.078,0.7891219363938197
0.079,0.7905180883682676
0.08,0.7922233475723197
0.081,0.7939566661019358
0.082,0.7953819189529165
0.083,0.7968878809677213
0.084,0.7988839319191267
0.085,0.8014353199623021
0.08600000000000001,0.8055585541549493
0.08700000000000001,0.810732713476985
0.088,0.8166862652432408
0.089,0.8235328374403538
0.09,0.8309981266193306
0.091,0.8372496862571874
0.092,0.8425432806680182
0.093,0.847680361197184
0.094,0.8528620168722818
0.095,0.858117598301695
0.096,0.8633189373085208
0.097,0.8670233657713621
0.098,0.8697010802003201
0.099,0.8715686307805842
0.1,0.8728031942433442
0.101,0.8738999303737174
0.10200000000000001,0.874842964559938
0.10300000000000001,0.8751699474523732
0.10400000000000001,0.8745627739818034
0.105,0.8747631280892819
0.106,0.8733415199536428
0.107,0.8708991056176113
0.108,0.8682807911520929
0.109,0.8655601190005561
0.11,0.8622867622097696
0.111,0.858495176455116
0.112,0.8548653460667127
0.113,0.8516015190410531
0.114,0.848594453523586
0.115,0.8459040822846238
0.116,0.8437939271418657
0.117,0.8419179517374871
0.11800000000000001,0.8399073057161158
0.11900000000000001,0.8374918218930053
0.12,0.8346482890468199
0.121,0.8316391746160232
0.122,0.8288702374789558
0.123,0.8263444060128733
0.124,0.8245661471614009
0.125,0.8237338783443151
0.126,0.8235665108563643
0.127,0.8228084047303189
0.128,0.8214084560456347
0.129,0.8195032064276769
0.13,0.8170192614337399
0.131,0.8146046660788737
0.132,0.8145140117075275
0.133,0.8163000795275365
0.134,0.8189933164340099
0.135,0.8227345999263685
0.136,0.8276934808564326
0.137,0.8317977253659503
0.138,0.8354220378569885
0.139,0.8389068750457068
0.14,0.8426944445635651
0.14100000000000001,0.8457674549386082
0.14200000000000002,0.8487427196462676
0.14300000000000002,0.8515960629423378
0.14400000000000002,0.8543240398090467
0.145,0.856828977676848
0.146,0.8588489068096744
0.147,0.8606798996993862
0.148,0.8631698787903249
0.149,0.8664431511954616
0.15,0.8703298613028816
0.151,0.874149676894482
0.152,0.8764262024191727
0.153,0.8785183563069788
0.154,0.879633745976225
0.155,0.8803781254407874
0.156,0.8795516528089464
0.157,0.8798374972281686
0.158,0.8808260852390267
0.159,0.8821727036396201
0.16,0.883866852160825
0.161,0.8852144071823157
0.162,0.886093782139125
0.163,0.8869556629264199
0.164,0.8872333033868784
0.165,0.8869113688376102
0.166,0.886291038340749
0.167,0.8851519295765236
0.168,0.8835721447080539
0.169,0.8816582651023968
0.17,0.8798277343574792
0.171,0.8786689293508293
